code_name,full_name
338963.6,Pelobacter carbinolicus DSM 2380
643867.3,Marivirga tractuosa DSM 4126
713605.5,Lactobacillus iners AB-1
399550.6,Staphylothermus marinus F1
483218.5,Bacteroides pectinophilus ATCC 43243
749927.5,Amycolatopsis mediterranei U32
458817.8,Shewanella halifaxensis HAW-EB4
520455.3,Brucella abortus bv. 9 str. C68
458817.3,Shewanella halifaxensis HAW-EB4
350703.3,Pseudomonas aeruginosa 2192
170187.11,Streptococcus pneumoniae TIGR4
338963.3,Pelobacter carbinolicus DSM 2380
232348.3,Synechococcus sp. CB0101
546274.4,Eikenella corrodens ATCC 23834
879302.3,Lactobacillus iners LEAF 2052A-d
188937.1,Methanosarcina acetivorans C2A
412422.3,Francisella tularensis subsp. holarctica 257
873533.3,Prevotella oralis ATCC 33269
498214.7,Clostridium botulinum A3 str. Loch Maree
338969.11,Rhodoferax ferrireducens T118
360095.6,Bartonella bacilliformis KC583
547047.3,Yersinia pestis biovar Orientalis str. India 195
611303.3,Mycobacterium tuberculosis CPHL_A
575586.4,Acinetobacter johnsonii SH046
528352.5,Neisseria gonorrhoeae FA19
115711.7,Chlamydophila pneumoniae AR39
335992.9,Pelagibacter ubique HTCC1062
749511.3,Enterococcus faecalis TX0855
527030.3,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
443152.3,Marinobacter algicola DG893
544556.5,Geobacillus sp. Y412MC61
553217.3,Enhydrobacter aerosaccus SK60
413999.4,Clostridium botulinum A str. ATCC 3502
413999.7,Clostridium botulinum A str. ATCC 3502
314262.5,Roseobacter sp. MED193
314262.3,Roseobacter sp. MED193
188626.3,Dermacoccus sp. Ellin185
558270.3,Pectobacterium carotovorum subsp. carotovorum WPP14
470146.3,Coprococcus comes ATCC 27758
511995.9,Azobacteroides pseudotrichonymphae genomovar. CFP2
478004.5,Escherichia coli O157:H7 str. EC4401
566552.4,Bifidobacterium catenulatum DSM 16992
565657.5,"Enterococcus faecium 1,231,502"
158878.1,Staphylococcus aureus subsp. aureus Mu50
575612.3,Prevotella melaninogenica D18
783.1,Rickettsia rickettsii
484021.4,Klebsiella pneumoniae NTUH-K2044
156889.7,Magnetococcus sp. MC-1
445334.5,Clostridium perfringens C str. JGS1495
243090.1,Pirellula sp. 1
859657.5,Ralstonia solanacearum PSI07
488537.5,Clostridium perfringens D str. JGS1721
393595.12,Alcanivorax borkumensis SK2
393595.15,Alcanivorax borkumensis SK2
762962.3,Staphylococcus aureus subsp. aureus ATCC 51811
573370.3,Desulfovibrio magneticus RS-1
10665.1,Enterobacteria phage T4
568708.3,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580
463191.3,Streptomyces sviceus ATCC 29083
331271.3,Burkholderia cenocepacia AU 1054
331271.8,Burkholderia cenocepacia AU 1054
637389.3,Acidithiobacillus caldus ATCC 51756
637911.3,Actinobacillus minor NM305
263820.1,Picrophilus torridus DSM 9790
370438.3,Pelotomaculum thermopropionicum SI
370438.4,Pelotomaculum thermopropionicum SI
399742.4,Enterobacter sp. 638
553171.3,Prevotella bivia JCVIHMP010
325240.9,Shewanella baltica OS155
211110.3,Streptococcus agalactiae NEM316
513052.3,Burkholderia multivorans CGD2
411479.10,Bacteroides uniformis ATCC 8492
283166.5,Bartonella henselae str. Houston-1
518635.5,Bifidobacterium angulatum DSM 20098
283166.1,Bartonella henselae str. Houston-1
444449.5,Escherichia coli O157:H7 str. EC4042
520456.3,Brucella neotomae 5K33
192222.1,Campylobacter jejuni subsp. jejuni NCTC 11168
192222.6,Campylobacter jejuni subsp. jejuni NCTC 11168
335992.3,Pelagibacter ubique HTCC1062
481743.5,Geobacillus sp. Y412MC10
404214.5,Yersinia pestis biovar Orientalis str. F1991016
864565.3,Eubacterium yurii subsp. margaretiae ATCC 43715
458233.11,Macrococcus caseolyticus JCSC5402
314231.3,Fulvimarina pelagi HTCC2506
481448.7,Methylacidiphilum infernorum V4
262543.4,Exiguobacterium sibiricum 255-15
391735.7,Verminephrobacter eiseniae EF01-2
391735.5,Verminephrobacter eiseniae EF01-2
393123.3,Listeria monocytogenes FSL N1-017
641144.3,Parascardovia denticolens F0305
393123.7,Listeria monocytogenes FSL N1-017
228405.5,Hyphomonas neptunium ATCC 15444
228405.9,Hyphomonas neptunium ATCC 15444
314225.8,Erythrobacter litoralis HTCC2594
314225.3,Erythrobacter litoralis HTCC2594
351607.8,Acidothermus cellulolyticus 11B
31964.6,Clavibacter michiganensis subsp. sepedonicus
516466.4,Burkholderia sp. H160
354.1,Azotobacter vinelandii
483179.3,Brucella canis ATCC 23365
483179.4,Brucella canis ATCC 23365
526992.3,Bacillus cereus AH1271
665953.3,Bacteroides eggerthii 1_2_48FAA
515622.3,Butyrivibrio proteoclasticus B316
702450.3,Turicibacter sp. PC909
187272.10,Alkalilimnicola ehrlichii MLHE-1
340197.3,Escherichia coli F11
340197.5,Escherichia coli F11
707184.3,Chlamydia trachomatis E/150
278137.3,Mycobacterium sp. Spyr1
448385.16,Sorangium cellulosum 'So ce 56'
349161.6,Desulfotomaculum reducens MI-1
349161.4,Desulfotomaculum reducens MI-1
189918.11,Mycobacterium sp. KMS
527027.3,Bacillus thuringiensis serovar pakistani str. T13001
269801.5,Bacillus cereus G9241
715225.3,Paenibacillus vortex V453
423211.3,Streptococcus suis GZ1
387093.6,Sulfurovum sp. NBC37-1
387093.4,Sulfurovum sp. NBC37-1
469618.3,Fusobacterium varium ATCC 27725
694427.4,Paludibacter propionicigenes WB4
585152.3,Staphylococcus aureus subsp. aureus D139
406558.6,Streptococcus pneumoniae SP9-BS68
406558.4,Streptococcus pneumoniae SP9-BS68
207954.4,Neptuniibacter caesariensis
398577.6,Burkholderia ambifaria MC40-6
552398.3,Ruminococcaceae bacterium D16
445972.6,Anaerotruncus colihominis DSM 17241
469602.3,Fusobacterium sp. 3_1_27
266779.9,Chelativorans sp. BNC1
266779.1,Mesorhizobium sp. BNC1
562970.4,Bacillus tusciae DSM 2912
526970.3,Bacillus cereus BGSC 6E1
349163.14,Acidiphilium cryptum JF-5
435838.3,Staphylococcus caprae C87
272622.10,Lactococcus lactis subsp. cremoris SK11
292805.3,Wolbachia endosymbiont strain TRS of Brugia malayi
292805.6,Wolbachia endosymbiont strain TRS of Brugia malayi
537007.6,Blautia hansenii DSM 20583
391896.4,Rickettsia bellii OSU 85-389
391896.3,Rickettsia bellii OSU 85-389
235909.7,Geobacillus kaustophilus HTA426
235909.3,Geobacillus kaustophilus HTA426
376686.6,Flavobacterium johnsonia johnsoniae UW101
409438.11,Escherichia coli SE11
403833.5,Petrotoga mobilis SJ95
403833.7,Petrotoga mobilis SJ95
59374.8,Fibrobacter succinogenes subsp. succinogenes S85
163164.1,Wolbachia sp. endosymbiont of Drosophila melanogaster
691437.3,Geobacillus sp. C56-T3
521045.3,Kosmotoga olearia TBF 19.5.1
537011.5,Prevotella copri DSM 18205
638300.3,Cardiobacterium hominis ATCC 15826
313593.3,Flavobacterium sp. MED217
299033.6,Lactobacillus reuteri F275
272557.1,Aeropyrum pernix K1
428128.7,Eubacterium siraeum DSM 15702
66692.3,Bacillus clausii KSM-K16
861360.3,Arthrobacter arilaitensis Re117
444158.3,Methanococcus maripaludis C6
84588.1,Synechococcus sp. WH 8102
412420.6,Yersinia pestis CA88-4125
321332.10,Synechococcus sp. JA-2-3B'a(2-13)
321332.11,Synechococcus sp. JA-2-3B'a(2-13)
662598.3,Neisseria meningitidis alpha14
749540.3,Escherichia coli MS 146-1
634464.3,Chlamydia trachomatis Sweden2
500638.3,Edwardsiella tarda ATCC 23685
546342.4,Staphylococcus aureus subsp. aureus str. JKD6008
208964.1,Pseudomonas aeruginosa PAO1
446469.6,Sanguibacter keddieii DSM 10542
446469.4,Sanguibacter keddiei keddieii DSM 10542
411469.3,Eubacterium hallii DSM 3353
537210.3,Mycobacterium tuberculosis T17
246194.3,Carboxydothermus hydrogenoformans Z-2901
246194.6,Carboxydothermus hydrogenoformans Z-2901
240292.6,Anabaena variabilis ATCC 29413
240292.3,Anabaena variabilis ATCC 29413
526991.3,Bacillus cereus AH676
313606.3,Microscilla marina ATCC 23134
563174.3,Listeria monocytogenes L99
634453.3,Acetobacter pasteurianus IFO 3283-03
272561.1,Chlamydia trachomatis D/UW-3/CX
272561.5,Chlamydia trachomatis D/UW-3/CX
536233.3,Clostridium botulinum E1 str. 'BoNT E Beluga'
370552.4,Streptococcus pyogenes MGAS10270
370552.3,Streptococcus pyogenes MGAS10270
527000.3,Bacillus pseudomycoides DSM 12442
749489.3,Enterococcus faecalis DAPTO 512
476272.5,Blautia hydrogenotrophica DSM 10507
547046.3,Yersinia pestis biovar Orientalis str. PEXU2
309801.4,Thermomicrobium roseum DSM 5159
349102.13,Rhodobacter sphaeroides ATCC 17025
210007.1,Streptococcus mutans UA159
210007.7,Streptococcus mutans UA159
565638.4,Enterococcus faecalis T3
556270.3,Mollicutes bacterium D7
91464.3,Synechococcus sp. PCC 7335
243365.4,Chromobacterium violaceum ATCC 12472
243365.1,Chromobacterium violaceum ATCC 12472
521460.8,Anaerocellum thermophilum DSM 6725
579405.3,Dickeya dadantii Ech703
388400.4,Bacillus sp. B14905
478006.5,Escherichia coli O157:H7 str. EC4501
60480.19,Shewanella sp. MR-4
405948.11,Saccharopolyspora erythraea NRRL 2338
60480.16,Shewanella sp. MR-4
411467.6,Bacteroides capillosus ATCC 29799
212045.4,Bacillus anthracis str. Western North America USA6153
633147.4,Olsenella uli DSM 7084
749509.3,Enterococcus faecalis TX0635
546270.5,Gemella haemolysans ATCC 10379
187272.6,Alkalilimnicola ehrlichii MLHE-1
718271.4,Campylobacter jejuni subsp. jejuni S3
434271.3,Actinobacillus pleuropneumoniae serovar 3 str. JL03
637388.3,Escherichia coli O157:H7 str. FRIK2000
683082.3,Campylobacter jejuni subsp. jejuni 1336
768713.4,Finegoldia magna ACS-171-V-Col3
83332.1,Mycobacterium tuberculosis H37Rv
380703.7,Aeromonas hydrophila subsp. hydrophila ATCC 7966
380703.5,Aeromonas hydrophila subsp. hydrophila ATCC 7966
566466.4,gamma proteobacterium NOR5-3
321327.21,Synechococcus sp. JA-3-3Ab
321327.20,Synechococcus sp. JA-3-3Ab
411483.3,Faecalibacterium prausnitzii A2-165
525259.3,Clostridium difficile NAP08
525245.3,Actinomyces coleocanis DSM 15436
434922.4,Coxiella burnetii Dugway 5J108-111
434922.5,Coxiella burnetii Dugway 5J108-111
866778.4,Veillonella atypica ACS-134-V-Col7a
550540.3,Ferrimonas balearica DSM 9799
216895.17,Vibrio vulnificus CMCP6
1806.1,Mycobacterium microti OV254
525330.3,Lactobacillus johnsonii ATCC 33200
754262.3,Actinobacillus pleuropneumoniae serovar 13 str. N273
478008.5,Escherichia coli O157:H7 str. EC869
158879.11,Staphylococcus aureus subsp. aureus N315
164513.4,Mycobacterium tuberculosis 210
581103.5,Geobacillus sp. Y4.1MC1
324602.8,Chloroflexus aurantiacus J-10-fl
324602.4,Chloroflexus aurantiacus J-10-fl
251221.4,Gloeobacter violaceus PCC 7421
525364.3,Lactobacillus salivarius ATCC 11741
485916.5,Desulfotomaculum acetoxidans DSM 771
485916.4,Desulfotomaculum acetoxidans DSM 771
613026.4,Helicobacter bilis ATCC 43879
269484.4,Ehrlichia canis str. Jake
269484.6,Ehrlichia canis str. Jake
146891.7,Prochlorococcus marinus str. AS9601
146891.8,Prochlorococcus marinus str. AS9601
546264.5,Neisseria flavescens NRL30031/H210
749527.3,Escherichia coli MS 21-1
282459.1,Staphylococcus aureus subsp. aureus MSSA476
282459.5,Staphylococcus aureus subsp. aureus MSSA476
679205.4,Escherichia coli MS 124-1
334803.8,Burkholderia mallei JHU
334803.3,Burkholderia mallei JHU
381764.6,Fervidobacterium nodosum Rt17-B1
381764.8,Fervidobacterium nodosum Rt17-B1
218495.3,Streptococcus uberis 0140J
498761.4,Heliobacterium modesticaldum Ice1
498761.3,Heliobacterium modesticaldum Ice1
218495.5,Streptococcus uberis 0140J
246200.3,Silicibacter pomeroyi DSS-3
246200.7,Ruegeria pomeroyi DSS-3
208963.3,Pseudomonas aeruginosa UCBPP-PA14
317025.9,Thiomicrospira crunogena XCL-2
95667.5,Ureaplasma urealyticum serovar 13
317025.3,Thiomicrospira crunogena XCL-2
634454.3,Acetobacter pasteurianus IFO 3283-07
399549.6,Metallosphaera sedula DSM 5348
469591.4,Bacteroides sp. 20_3
401650.12,Listeria monocytogenes HPB2262
716541.4,Enterobacter cloacae subsp. cloacae ATCC 13047
257310.5,Bordetella bronchiseptica RB50
257310.1,Bordetella bronchiseptica RB50
272943.3,Rhodobacter sphaeroides 2.4.1
272943.9,Rhodobacter sphaeroides 2.4.1
416276.5,Rickettsia massiliae MTU5
488222.3,Streptococcus pneumoniae JJA
754259.3,Actinobacillus pleuropneumoniae serovar 10 str. D13039
550747.4,Ureaplasma urealyticum serovar 12 str. ATCC 33696
182082.4,Chlamydophila pneumoniae TW-183
182082.1,Chlamydophila pneumoniae TW-183
580327.3,Thermoanaerobacterium thermosaccharolyticum DSM 571
580327.4,Thermoanaerobacterium thermosaccharolyticum DSM 571
698936.3,Sinorhizobium meliloti BL225C
879309.3,Veillonella sp. oral taxon 158 str. F0412
561231.5,Pectobacterium wasabiae WPP163
355277.4,Leptospira borgpetersenii serovar Hardjo-bovis JB197
411902.9,Clostridium bolteae ATCC BAA-613
649638.3,Truepera radiovictrix DSM 17093
266117.6,Rubrobacter xylanophilus DSM 9941
521098.5,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
521098.4,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
444177.5,Lysinibacillus sphaericus C3-41
367336.3,Rhodobacterales bacterium HTCC2255
701347.4,Enterobacter cloacae SCF1
656393.3,Escherichia coli H299
347255.3,Rickettsia africae ESF-5
313603.6,Flavobacteriales bacterium HTCC2170
313603.4,Flavobacteriales bacterium HTCC2170
507522.6,Klebsiella pneumoniae 342
313603.3,Flavobacteriales bacterium HTCC2170
572264.4,Bacillus cereus 03BB102
205914.5,Haemophilus  somnus 129PT
526972.3,Bacillus cereus AH621
712898.3,Pantoea vagans C9-1
522306.3,Accumulibacter phosphatis clade IIA str. UW-1
221988.4,Mannheimia succiniciproducens MBEL55E
221988.1,Mannheimia succiniciproducens MBEL55E
411484.7,Clostridium sp. SS2/1
749512.3,Enterococcus faecalis TX0860
169963.1,Listeria monocytogenes EGD-e
442563.4,Bifidobacterium animalis subsp. lactis AD011
525242.3,Acinetobacter sp. 6014059
442563.3,Bifidobacterium animalis subsp. lactis AD011
520457.3,Brucella ceti B1/94
498211.3,Cellvibrio japonicus Ueda107
498211.5,Cellvibrio japonicus Ueda107
286604.5,Streptococcus suis 89/1591
521096.5,Tsukamurella paurometabola DSM 20162
521096.4,Tsukamurella paurometabola DSM 20162
521096.6,Tsukamurella paurometabola DSM 20162
216432.3,Croceibacter atlanticus HTCC2559
390236.17,Borrelia afzelii PKo
36873.1,Burkholderia xenovorans LB400
561304.4,Mycobacterium leprae Br4923
439493.6,Pelagibacter sp. HTCC7211
405532.4,Bacillus cereus B4264
943945.3,Mycoplasma fermentans M64
156889.10,Magnetococcus sp. MC-1
410289.15,Mycobacterium bovis BCG str. Pasteur 1173P2
457427.3,Streptomyces hygroscopicus ATCC 53653
410289.13,Mycobacterium bovis BCG str. Pasteur 1173P2
439483.4,Campylobacterales bacterium GD 1
585148.3,Staphylococcus aureus subsp. aureus Btn1260
702446.3,Bacteroides vulgatus PC510
546231.4,Pseudomonas syringae pv. tomato T1
40324.1,Stenotrophomonas maltophilia K279a
478005.5,Escherichia coli O157:H7 str. EC4486
445337.5,Clostridium botulinum C str. Eklund
570506.3,Escherichia coli O157:H7 str. FRIK966
234826.3,Anaplasma marginale str. St. Maries
234826.6,Anaplasma marginale str. St. Maries
272632.4,Mycoplasma mycoides subsp. mycoides SC str. PG1
257363.4,Rickettsia typhi str. Wilmington
272632.1,Mycoplasma mycoides subsp. mycoides SC str. PG1
257363.1,Rickettsia typhi str. Wilmington
591158.3,Streptomyces sp. AA4
224914.11,Brucella melitensis bv. 1 str. 16M
224914.16,Brucella melitensis bv. 1 str. 16M [WGS]
862515.4,Prevotella marshii DSM 16973
565640.5,Enterococcus faecalis T11
445986.17,Borrelia afzelii ACA-1
410359.7,Pyrobaculum calidifontis JCM 11548
382245.6,Aeromonas salmonicida subsp. salmonicida A449
563192.3,Bilophila wadsworthia 3_1_6
656913.3,Haemophilus influenzae NT127
521007.3,Borrelia burgdorferi N40
869816.3,Staphylococcus aureus subsp. aureus JKD6159
520141.3,Mycobacterium tuberculosis T85
484018.6,Bacteroides plebeius DSM 17135
714962.3,Escherichia coli IHE3034
702448.3,Enterococcus faecalis PC1.1
693973.4,Shewanella baltica OS678
224308.43,Bacillus subtilis subsp. subtilis str. 168
522373.3,Stenotrophomonas maltophilia K279a
224308.49,Bacillus subtilis subsp. subtilis str. 168 [WGS]
644042.3,Lactobacillus plantarum JDM1
224325.1,Archaeoglobus fulgidus DSM 4304
528360.6,Neisseria gonorrhoeae SK-93-1035
491076.4,Lactobacillus crispatus JV-V01
264199.4,Streptococcus thermophilus LMG 18311
264199.3,Streptococcus thermophilus LMG 18311
457395.6,Bacteroides sp. 9_1_42FAA
243161.6,Chlamydia muridarum Nigg
243161.4,Chlamydia muridarum Nigg
553596.3,Staphylococcus aureus A9781
451709.4,Bacillus cereus 03BB108
411465.10,Parvimonas micra ATCC 33270
404217.5,Yersinia pestis biovar Orientalis str. MG05-1020
681288.4,Staphylococcus aureus subsp. aureus ED98
535026.3,Bacillus subtilis subsp. subtilis str. NCIB 3610
392499.14,Sphingomonas wittichii RW1
707187.3,Chlamydia trachomatis G/11074
639283.3,Starkeya novella DSM 506
478801.4,Kytococcus sedentarius DSM 20547
478801.5,Kytococcus sedentarius DSM 20547
585146.3,Staphylococcus aureus subsp. aureus 68-397
491915.6,Anoxybacillus flavithermus WK1
357809.4,Clostridium phytofermentans ISDg
491915.4,Anoxybacillus flavithermus WK1
357809.8,Clostridium phytofermentans ISDg
565654.4,Enterococcus casseliflavus EC10
395019.3,Burkholderia multivorans ATCC 17616
222891.5,Neorickettsia sennetsu str. Miyayama
395019.7,Burkholderia multivorans ATCC 17616
395019.8,Burkholderia multivorans ATCC 17616
222891.8,Neorickettsia sennetsu str. Miyayama
2098.5,Mycoplasma hominis
326423.3,Bacillus amyloliquefaciens FZB42
326423.5,Bacillus amyloliquefaciens FZB42
521095.6,Atopobium parvulum DSM 20469
757425.3,Campylobacter jejuni subsp. jejuni ICDCCJ07001
306264.1,Campylobacter upsaliensis RM3195
405535.8,Bacillus cereus AH820
526969.3,Bacillus cereus m1550
290400.10,Jannaschia sp. CCS1
441952.3,Francisella tularensis subsp. mediasiatica FSC147
457400.3,Escherichia sp. 1_1_43
59922.8,Prochlorococcus marinus str. MIT 9303
59922.7,Prochlorococcus marinus str. MIT 9303
198804.5,Buchnera aphidicola str. Sg (Schizaphis graminum)
198804.1,Buchnera aphidicola str. Sg (Schizaphis graminum)
871925.3,Actinobacillus pleuropneumoniae serovar 2 str. S1536
642492.3,Clostridium lentocellum DSM 5427
526977.3,Bacillus cereus ATCC 4342
383629.4,Phaeobacter gallaeciensis 2.10
390333.7,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
390333.6,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
531844.3,Flavobacteriaceae bacterium 3519-10
451708.10,Bacillus cereus H3081.97
391613.3,Roseovarius sp. TM1035
398578.3,Delftia acidovorans SPH-1
398578.5,Delftia acidovorans SPH-1
314276.4,Idiomarina baltica OS145
314276.3,Idiomarina baltica OS145
476210.3,Borrelia burgdorferi 118a
526967.3,Bacillus cereus 172560W
360106.6,Campylobacter fetus subsp. fetus 82-40
360106.5,Campylobacter fetus subsp. fetus 82-40
537971.5,Helicobacter cinaedi CCUG 18818
675522.3,Mycobacterium tuberculosis SUMu011
349521.5,Hahella chejuensis KCTC 2396
515608.3,Ureaplasma parvum serovar 1 str. ATCC 27813
596329.3,Peptostreptococcus anaerobius 653-L
349521.8,Hahella chejuensis KCTC 2396
298653.7,Frankia sp. EAN1pec
428125.8,Clostridium leptum DSM 753
105559.4,Nitrosococcus watsoni C-113
762948.4,Rothia dentocariosa ATCC 17931
552526.8,Streptococcus equi subsp. zooepidemicus MGCS10565
762948.3,Rothia dentocariosa ATCC 17931
262316.1,Mycobacterium avium subsp. paratuberculosis str. k10
177437.4,Desulfobacterium autotrophicum HRM2
552526.7,Streptococcus equi subsp. zooepidemicus MGCS10565
864566.3,Campylobacter coli JV20
749531.3,Escherichia coli MS 69-1
419947.3,Mycobacterium tuberculosis H37Ra
314292.13,Vibrio angustum S14
419947.8,Mycobacterium tuberculosis H37Ra
419947.9,Mycobacterium tuberculosis H37Ra [WGS]
478434.4,Mycobacterium tuberculosis KZN 1435
228908.1,Nanoarchaeum equitans Kin4-M
595497.3,Brucella ceti str. Cudo
502347.3,Escherichia albertii TW07627
626369.3,Granulicatella elegans ATCC 700633
452659.3,Rickettsia rickettsii str. Iowa
452659.4,Rickettsia rickettsii str. Iowa
525326.3,Lactobacillus gasseri JV-V03
360108.4,Campylobacter jejuni subsp. jejuni 260.94
205922.3,Pseudomonas fluorescens PfO-1
360108.3,Campylobacter jejuni subsp. jejuni 260.94
273116.1,Thermoplasma volcanium GSS1
556269.4,Oxalobacter formigenes OXCC13
273075.1,Thermoplasma acidophilum DSM 1728
339671.5,Actinobacillus succinogenes 130Z
339671.7,Actinobacillus succinogenes 130Z
362976.10,Haloquadratum walsbyi DSM 16790
1148.1,Synechocystis sp. PCC 6803
883.3,Desulfovibrio vulgaris str. 'Miyazaki F'
883.4,Desulfovibrio vulgaris str. 'Miyazaki F'
469595.3,Citrobacter sp. 30_2
393011.11,Francisella tularensis subsp. holarctica OSU18
393011.14,Francisella tularensis subsp. holarctica OSU18
658187.3,Legionella drancourtii LLAP12
535025.4,Bacillus subtilis subsp. subtilis str. JH642
37692.4,Phytoplasma mali
887929.3,Pseudoramibacter alactolyticus ATCC 23263
391574.12,Vibrionales bacterium SWAT-3
340177.11,Chlorobium chlorochromatii CaD3
469605.3,Fusobacterium sp. 3_1_5R
573059.4,Desulfovibrio vulgaris RCH1
313596.4,Robiginitalea biformata HTCC2501
313596.3,Robiginitalea biformata HTCC2501
573059.3,Desulfovibrio vulgaris RCH1
526982.3,Bacillus cereus Rock1-15
525328.4,Lactobacillus iners DSM 13335
744979.4,Ahrensia sp. R2A130
479432.6,Streptosporangium roseum DSM 43021
446470.5,Stackebrandtia nassauensis DSM 44728
446470.4,Stackebrandtia nassauensis DSM 44728
446470.6,Stackebrandtia nassauensis DSM 44728
272562.1,Clostridium acetobutylicum ATCC 824
553601.3,Staphylococcus aureus A10102
272562.8,Clostridium acetobutylicum ATCC 824
264201.1,Parachlamydia sp. UWE25
469589.3,Bacteroides sp. 2_1_33B
556267.4,Helicobacter winghamensis ATCC BAA-430
272947.5,Rickettsia prowazekii str. Madrid E
272947.1,Rickettsia prowazekii str. Madrid E
533240.4,Cylindrospermopsis raciborskii CS-505
280355.4,Bacillus anthracis str. A1055
280355.3,Bacillus anthracis str. A1055
411460.6,Ruminococcus torques ATCC 27756
204669.6,Acidobacteria bacterium Ellin345
743721.3,Pseudoxanthomonas suwonensis 11-1
454166.6,Salmonella enterica subsp. enterica serovar Agona str. SL483
557722.4,Pseudomonas aeruginosa LESB58
454166.8,Salmonella enterica subsp. enterica serovar Agona str. SL483
272621.13,Lactobacillus acidophilus NCFM
386585.9,Escherichia coli O157:H7 str. Sakai
293653.4,Streptococcus pyogenes MGAS5005
320386.3,Burkholderia mallei 10229
521674.6,Planctomyces limnophilus DSM 3776
521674.5,Planctomyces limnophilus DSM 3776
521674.4,Planctomyces limnophilus DSM 3776
535205.4,Enterococcus faecium E1071
160492.1,Xylella fastidiosa 9a5c
100226.1,Streptomyces coelicolor A3(2)
196162.12,Nocardioides sp. JS614
160490.10,Streptococcus pyogenes M1 GAS
525246.3,Actinomyces urogenitalis DSM 15434
150340.3,Vibrio sp. Ex25
907239.3,Helicobacter pylori SouthAfrica7
83331.1,Mycobacterium tuberculosis CDC1551
644651.3,Erwinia pyrifoliae DSM 12163
546269.3,Filifactor alocis ATCC 35896
566461.4,Streptomyces ghanaensis ATCC 14672
417400.10,Vibrio cholerae B33
357348.6,Burkholderia pseudomallei 1106a
411490.6,Anaerostipes caccae DSM 14662
749548.3,Escherichia coli MS 196-1
320374.4,Burkholderia pseudomallei S13
320374.3,Burkholderia pseudomallei S13
454168.5,Salmonella enterica subsp. enterica serovar Newport str. SL317
546275.3,Fusobacterium periodonticum ATCC 33693
749532.3,Escherichia coli MS 78-1
525341.3,Lactobacillus reuteri CF48-3A
358681.3,Brevibacillus brevis NBRC 100599
216597.6,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
176299.3,Agrobacterium tumefaciens str. C58
566549.5,Corynebacterium matruchotii ATCC 33806
262543.8,Exiguobacterium sibiricum 255-15
316057.6,Rhodopseudomonas palustris BisB5
196620.1,Staphylococcus aureus subsp. aureus MW2
196620.5,Staphylococcus aureus subsp. aureus MW2
349966.5,Yersinia frederiksenii ATCC 33641
349966.3,Yersinia frederiksenii ATCC 33641
907237.3,Helicobacter pylori Lithuania75
611302.3,Mycobacterium tuberculosis T46
66084.3,Wolbachia sp. wRi
269483.5,Burkholderia sp. 383
269483.3,Burkholderia cepacia R18194
221360.4,Synechococcus sp. RS9917
221360.3,Synechococcus sp. RS9917
546267.4,Neisseria polysaccharea ATCC 43768
88274.4,delta proteobacterium NaphS2
447214.4,Clostridium butyricum 5521
319795.16,Deinococcus geothermalis DSM 11300
546414.3,Deinococcus deserti VCD115
596318.3,Acinetobacter radioresistens SK82
525373.3,Sphingobacterium spiritivorum ATCC 33861
378806.8,Stigmatella aurantiaca DW4/3-1
378806.7,Stigmatella aurantiaca DW4/3-1
365044.20,Polaromonas naphthalenivorans CJ2
543302.3,Alicyclobacillus acidocaldarius LAA1
596330.3,Peptoniphilus lacrimalis 315-B
595495.4,Escherichia coli KO11
693750.3,Brucella sp. BO2
693750.4,Brucella sp. BO2
216599.1,Shigella sonnei 53G
95664.5,Ureaplasma urealyticum serovar 10
398527.4,Burkholderia phytofirmans PsJN
880447.3,Mycoplasma leachii PG50
205920.11,Ehrlichia chaffeensis str. Arkansas
565656.3,"Enterococcus faecium 1,230,933"
377628.11,Yersinia pestis Nepal516 [WGS]
377628.10,Yersinia pestis Nepal516
299768.3,Streptococcus thermophilus CNRZ1066
299768.6,Streptococcus thermophilus CNRZ1066
593588.5,Vibrio cholerae MJ-1236
448385.11,Sorangium cellulosum So ce 56
95656.5,Ureaplasma parvum serovar 1
565664.3,Enterococcus faecium C68
234621.6,Rhodococcus erythropolis PR4
316055.14,Rhodopseudomonas palustris BisA53
632772.3,Rhodococcus opacus B4
265072.11,Methylobacillus flagellatus KT
306254.1,Campylobacter coli RM2228
306254.7,Campylobacter coli RM2228
490899.4,Desulfurococcus kamchatkensis 1221n
411901.7,Bacteroides caccae ATCC 43185
155920.4,Xylella fastidiosa subsp. sandyi Ann-1
170187.1,Streptococcus pneumoniae TIGR4
474186.5,Enterococcus faecalis OG1RF
569881.3,Wolbachia endosymbiont of Culex quinquefasciatus JHB
434271.4,Actinobacillus pleuropneumoniae serovar 3 str. JL03
444454.5,Escherichia coli O157:H7 str. EC4024
387092.6,Nitratiruptor sp. SB155-2
243159.4,Acidithiobacillus ferrooxidans ATCC 23270
243159.3,Acidithiobacillus ferrooxidans ATCC 23270
205913.6,Bifidobacterium longum DJO10A
205913.1,Bifidobacterium longum DJO10A
663278.4,Ethanoligenens harbinense YUAN-3
663278.3,Ethanoligenens harbinense YUAN-3
